our_game_id,our_player_id,our_shot_x,our_shot_y,our_distance,our_angle,our_xg,our_is_goal,our_is_rebound,our_is_slot_shot,our_has_pass,mp_shotID,mp_game_id,mp_xCord,mp_yCord,mp_shotDistance,mp_shotAngle,mp_xGoal,mp_goal,mp_shotRebound,mp_shotRush,mp_lastEventCategory,match_distance,xg_difference,xg_ratio
2025020402,8485366,43.0,31.0,55.47071299343465,33.97654403625686,0.0160375852137804,False,False,0,False,34007,20402,43,31,55.4707129934,33.9765440363,0.0129944,0,0,0,BLOCK,0.0,0.0030431852137804,1.2341920530213322
2025020402,8477407,84.0,2.0,5.385164807134504,21.80140948635181,0.3564201891422272,False,False,0,False,34008,20402,84,2,5.38516480713,21.8014094864,0.335659,0,0,0,TAKE,0.0,0.020761189142227188,1.0618520258423794
2025020402,8476917,35.0,-2.0,54.037024344425184,2.1210963966614536,0.0277959797531366,False,False,0,False,34009,20402,35,-2,54.0370243444,-2.12109639666,0.0245462,0,0,0,GIVE,0.0,0.0032497797531365995,1.132394413519673
2025020402,8476917,58.0,-10.0,32.57299494980466,17.87869659584134,0.0810411870479583,False,False,0,False,34012,20402,58,-10,32.5729949498,-17.8786965958,0.0710862,0,0,0,HIT,0.0,0.009954987047958302,1.14004106349697
2025020402,8478445,87.0,6.0,6.324555320336759,71.56505117707799,0.0838171020150184,False,False,0,False,34013,20402,87,6,6.32455532034,71.5650511771,0.0635675,0,0,0,BLOCK,0.0,0.020249602015018395,1.318552751248962
2025020403,8483445,66.0,15.0,27.459060435491963,33.11134196037203,0.0599478892982006,True,False,0,False,34071,20403,66,15,27.4590604355,33.1113419604,0.0573457,1,0,0,FAC,0.0,0.002602189298200601,1.0453772348789987
2025020403,8478873,40.0,-10.0,50.00999900019995,11.534620653644716,0.0287890005856752,False,False,0,False,34072,20403,40,-10,50.0099990002,-11.5346206536,0.0270772,0,0,0,FAC,0.0,0.0017118005856752022,1.0632192614330582
2025020403,8482803,68.0,20.0,29.0,43.60281897270362,0.0709960535168647,True,False,0,False,34073,20403,68,20,29.0,43.6028189727,0.0612666,1,0,0,SHOT,0.0,0.009729453516864696,1.1588051812384677
2025020403,8477527,81.0,-10.0,12.806248474865695,51.34019174590991,0.0884605422616005,False,False,0,False,34074,20403,81,-10,12.8062484749,-51.3401917459,0.0710528,0,0,0,GIVE,0.0,0.017407742261600495,1.2449972733178776
2025020403,8481605,41.0,33.0,58.2494635168428,34.5085229876684,0.0216255709528923,False,False,0,False,34077,20403,41,33,58.2494635168,34.5085229877,0.0211131,0,0,0,HIT,0.0,0.0005124709528923008,1.0242726531344188
2025020403,8475462,28.0,-41.0,73.49829930005184,33.90627698844215,0.0079880431294441,False,False,0,False,34078,20403,28,-41,73.4982993001,-33.9062769884,0.00728078,0,0,0,SHOT,0.0,0.0007072631294441,1.097141120792566
2025020403,8481605,61.0,29.0,40.311288741492746,46.005086005254185,0.0415263138711452,False,False,0,False,34079,20403,61,29,40.3112887415,46.0050860053,0.045969,0,0,0,BLOCK,0.0,-0.004442686128854803,0.9033547362602014
2025020403,8476458,87.0,6.0,6.324555320336759,71.56505117707799,0.1734800487756729,False,True,0,True,34080,20403,87,6,6.32455532034,71.5650511771,0.164086,0,1,0,SHOT,0.0,0.009394048775672903,1.0572507634756951
2025020403,8482176,52.0,-13.0,39.21734310225516,19.35899417569472,0.0546232648193836,False,False,0,False,36854,20435,51,-12,39.8497176903,-17.5255683737,0.0369998,0,0,0,GIVE,1.4142135623730951,0.0176234648193836,1.4763124346451495
